company,size,industry,city,state,contacts,roles,interactions,interactionSubjects,daysSinceLastInteraction,averageOfferValue,offerClosed,offerHitRate,daysSinceLastOfferClosed,customerClassification
"Lawson, Smith and Wallace",Small,Automobile Manufacturers (OEMs),North Timothybury,Oklahoma,1,Technical Manager,22,"Follow-up on proposal, Customer inquiry, Product feedback, Contract negotiation, Follow-up on order",36,9953.3,6,0.33,33,C
Price Ltd,Small,Automotive R&D and Testing Centers,Riverastad,Maryland,5,"Sales Manager, CCO, Sales Representative, CFO",17,"Contract negotiation, Follow-up on proposal, Customer inquiry, Product feedback, Discuss project details, Follow-up on order",208,9975.75,9,0.36,35,B
Brown-Ayala,Large,Fleet Management,East Dennisborough,New Hampshire,2,"Sales Representative, Technical Representative",20,"Customer inquiry, Contract negotiation, Follow-up on proposal, Follow-up on order, Product feedback, Discuss project details",99,10396.24,9,0.45,104,B
"Morrison, Johnson and Wilson",Large,Fleet Management,Mullinsview,Illinois,5,"CCO, Technical Representative, CEO, CFO",15,"Product demostration, Product feedback, Discuss project details, Follow-up on order, Contract negotiation, Customer inquiry, Follow-up on proposal",108,9754.91,6,0.43,53,C
"Lee, Fletcher and Meyer",Medium,Electric Vehicle (EV) Industry,Daniellefort,Illinois,2,CEO,8,"Product demostration, Discuss project details, Follow-up on proposal, Contract negotiation",127,10154.01,7,0.35,77,C
Snyder Inc,Large,Electric Vehicle (EV) Industry,Pattersonview,Michigan,3,"Technical Manager, Technical Representative",20,"Follow-up on order, Product demostration, Follow-up on proposal, Contract negotiation, Product feedback, Discuss project details, Customer inquiry",179,10156.02,6,0.35,41,C
West Inc,Small,Fleet Management,Adrienneville,Minnesota,4,"CEO, Sales Manager, CFO",13,"Discuss project details, Follow-up on order, Follow-up on proposal, Customer inquiry, Product feedback, Contract negotiation",40,10000.67,7,0.44,142,C
Barker-Rich,Medium,Automotive R&D and Testing Centers,Port William,North Carolina,2,"CCO, Sales Representative",11,"Follow-up on order, Customer inquiry, Discuss project details, Follow-up on proposal, Product feedback",36,10240.36,11,0.44,33,A
Dixon-Thompson,Small,Ridesharing & Mobility Services,West Catherinetown,Nebraska,3,Sales Representative,25,"Follow-up on order, Follow-up on proposal, Discuss project details, Contract negotiation, Customer inquiry, Product feedback, Product demostration",34,9689.2,9,0.45,55,B
Jennings-Brown,Large,Connected Car Solutions Providers,Lake Reginaland,New Mexico,2,"CCO, Sales Representative",18,"Follow-up on order, Follow-up on proposal, Contract negotiation, Product feedback, Discuss project details, Customer inquiry, Product demostration",238,10042.24,13,0.65,40,A
"Livingston, Cantu and Miles",Medium,Automotive R&D and Testing Centers,Hannaland,Oregon,2,"Technical Representative, Technical Manager",10,"Contract negotiation, Follow-up on order, Product feedback, Discuss project details, Follow-up on proposal, Customer inquiry",138,10053.82,12,0.6,44,A
Price and Sons,Large,Fleet Management,North Barbara,Georgia,2,"Technical Manager, Sales Manager",8,"Contract negotiation, Follow-up on proposal, Product demostration",95,10021.15,10,0.5,109,B
Wilkerson-Brown,Large,Fleet Management,Kimberlychester,Alaska,2,"Technical Manager, CFO",14,"Customer inquiry, Product feedback, Follow-up on proposal, Follow-up on order, Product demostration, Discuss project details",95,10407.47,11,0.46,134,A
"Schmidt, Schmidt and Brown",Large,Fleet Management,Meyerview,Oklahoma,2,"CCO, Sales Representative",13,"Customer inquiry, Follow-up on proposal, Discuss project details, Product demostration, Contract negotiation, Product feedback, Follow-up on order",81,10141.3,7,0.41,224,C
"Ball, Stafford and Diaz",Large,Ridesharing & Mobility Services,Josephside,Utah,2,"Technical Manager, CFO",14,"Product demostration, Discuss project details, Follow-up on order, Follow-up on proposal, Contract negotiation, Customer inquiry, Product feedback",50,9899.63,8,0.53,109,B
"Collins, Mendez and Oconnell",Medium,Fleet Management,New Jeantown,Montana,2,"CFO, Technical Representative",13,"Product demostration, Discuss project details, Contract negotiation, Follow-up on proposal, Product feedback, Customer inquiry, Follow-up on order",239,10131.85,16,0.73,51,A
Stewart Ltd,Large,Connected Car Solutions Providers,Lake Roberttown,South Carolina,4,"Technical Manager, CEO, Sales Manager",15,"Discuss project details, Product demostration, Contract negotiation, Follow-up on proposal, Follow-up on order, Product feedback",84,9928.03,4,0.29,56,C
Porter-Garcia,Large,Connected Car Solutions Providers,New Sarahport,Oregon,1,CCO,15,"Product feedback, Discuss project details, Follow-up on proposal, Product demostration, Customer inquiry, Contract negotiation, Follow-up on order",68,9891.74,12,0.52,47,A
Cline PLC,Large,Connected Car Solutions Providers,Stevenport,Missouri,1,Sales Manager,11,"Discuss project details, Follow-up on order, Follow-up on proposal, Customer inquiry, Contract negotiation, Product demostration",78,10177.57,5,0.36,47,C
King Inc,Large,Automobile Manufacturers (OEMs),Parkerland,Oklahoma,1,Technical Manager,12,"Product demostration, Follow-up on order, Follow-up on proposal, Product feedback, Discuss project details, Customer inquiry",59,9741.14,9,0.5,135,B
Washington PLC,Large,Electric Vehicle (EV) Industry,South Christineshire,Florida,1,CCO,12,"Follow-up on order, Product demostration, Discuss project details, Follow-up on proposal, Product feedback, Contract negotiation",100,10150.14,6,0.38,123,C
Romero-Turner,Medium,Connected Car Solutions Providers,Yorkbury,Arkansas,2,"CFO, CEO",13,"Customer inquiry, Product feedback, Follow-up on proposal, Follow-up on order, Product demostration",33,10499.31,9,0.5,44,B
"Carpenter, Miller and Johnson",Large,Ridesharing & Mobility Services,South Justinborough,Texas,2,"CEO, CFO",15,"Contract negotiation, Follow-up on proposal, Customer inquiry, Follow-up on order, Product demostration, Product feedback",58,9945.2,14,0.52,52,A
Butler Inc,Large,Automotive R&D and Testing Centers,Cookton,Nevada,2,"CFO, Technical Representative",13,"Product feedback, Discuss project details, Customer inquiry, Product demostration, Contract negotiation, Follow-up on proposal, Follow-up on order",47,9935.28,13,0.43,54,A
Avila-Nichols,Medium,Connected Car Solutions Providers,West Martin,Texas,1,Sales Manager,11,"Product demostration, Follow-up on order, Contract negotiation, Customer inquiry, Follow-up on proposal",181,9036.68,8,0.5,84,B
"Williamson, Lopez and Barber",Large,Automobile Manufacturers (OEMs),South Bruce,Idaho,2,"Sales Representative, CCO",10,"Product demostration, Follow-up on proposal, Contract negotiation, Customer inquiry, Discuss project details, Follow-up on order",158,10115.71,3,0.25,42,C
"Stevens, Wagner and Robertson",Large,Electric Vehicle (EV) Industry,New Trevormouth,Louisiana,1,CEO,10,"Customer inquiry, Follow-up on order, Contract negotiation, Product feedback, Discuss project details, Follow-up on proposal",161,10502.15,9,0.47,41,B
Price-Adkins,Small,Fleet Management,West Joseph,Vermont,2,"CCO, Technical Representative",20,"Product demostration, Discuss project details, Contract negotiation, Product feedback, Customer inquiry, Follow-up on order, Follow-up on proposal",123,10295.74,9,0.39,86,B
"Parsons, Jimenez and Martinez",Small,Connected Car Solutions Providers,Donnatown,South Carolina,2,"Technical Representative, CCO",15,"Product feedback, Product demostration, Follow-up on order, Contract negotiation, Customer inquiry, Discuss project details",146,10297.22,3,0.17,65,C
Simmons Ltd,Large,Connected Car Solutions Providers,Jacobshaven,Tennessee,2,"Technical Representative, CEO",28,"Product feedback, Customer inquiry, Discuss project details, Follow-up on order, Follow-up on proposal, Contract negotiation, Product demostration",69,10025.25,8,0.57,40,B
Williams-Logan,Large,Fleet Management,Port Paul,Delaware,1,CFO,21,"Product feedback, Product demostration, Customer inquiry, Follow-up on order, Discuss project details, Follow-up on proposal, Contract negotiation",38,9968.26,9,0.53,92,B
Brennan-Bowers,Medium,Connected Car Solutions Providers,North Nicole,Kansas,4,"CEO, Technical Manager, CCO, Sales Representative",12,"Product demostration, Discuss project details, Contract negotiation, Customer inquiry, Follow-up on proposal, Follow-up on order",152,10102.64,6,0.3,214,C
Morales-Waller,Large,Ridesharing & Mobility Services,New Randy,Florida,4,"CFO, Technical Representative",21,"Product feedback, Follow-up on proposal, Customer inquiry, Follow-up on order, Product demostration, Discuss project details, Contract negotiation",46,10039.72,5,0.28,106,C
Rivera and Sons,Small,Fleet Management,Lake Mary,South Carolina,1,CEO,18,"Follow-up on proposal, Discuss project details, Customer inquiry, Product feedback, Follow-up on order, Contract negotiation, Product demostration",42,10160.68,4,0.24,96,C
Rodriguez Group,Medium,Automobile Manufacturers (OEMs),Samanthaville,Connecticut,4,"Sales Manager, Technical Representative, CEO",16,"Customer inquiry, Product feedback, Discuss project details, Product demostration, Follow-up on order, Follow-up on proposal, Contract negotiation",132,9744.15,14,0.64,112,A
"Jenkins, Oliver and Gonzalez",Medium,Automotive R&D and Testing Centers,Port Rachelhaven,Alabama,2,"Sales Manager, CFO",24,"Follow-up on order, Follow-up on proposal, Contract negotiation, Discuss project details, Customer inquiry, Product demostration, Product feedback",94,10318.15,10,0.48,46,B
Oliver Group,Medium,Automotive R&D and Testing Centers,Lake Paulville,New Jersey,1,CEO,14,"Follow-up on proposal, Discuss project details, Follow-up on order, Customer inquiry, Product demostration, Contract negotiation",57,10266.11,17,0.63,48,A
Keller-Ramirez,Small,Automotive R&D and Testing Centers,Port Kennethstad,North Dakota,1,CFO,11,"Customer inquiry, Follow-up on proposal, Follow-up on order, Contract negotiation, Discuss project details",220,10176.45,9,0.32,262,B
"Kirk, Castillo and Warren",Medium,Automobile Manufacturers (OEMs),North Jessicatown,Washington,3,"CCO, CEO",17,"Follow-up on order, Contract negotiation, Discuss project details, Customer inquiry, Follow-up on proposal, Product demostration, Product feedback",42,9893.5,3,0.23,124,C
Hall LLC,Small,Electric Vehicle (EV) Industry,Melanieton,Vermont,3,"Technical Representative, CEO, Technical Manager",23,"Product feedback, Customer inquiry, Follow-up on proposal, Follow-up on order, Discuss project details, Contract negotiation",144,10291.34,9,0.41,47,B
"Avila, Parker and Smith",Large,Ridesharing & Mobility Services,Youngport,Idaho,3,"CFO, Sales Representative, CEO",16,"Discuss project details, Product feedback, Product demostration, Customer inquiry, Contract negotiation, Follow-up on order, Follow-up on proposal",259,10381.28,11,0.5,90,A
Macdonald-Burke,Small,Ridesharing & Mobility Services,Tranview,Pennsylvania,2,"Technical Representative, Sales Manager",13,"Customer inquiry, Follow-up on proposal, Discuss project details, Product demostration, Contract negotiation",184,9836.99,8,0.53,46,B
Crane PLC,Small,Automobile Manufacturers (OEMs),Lake Jeffery,Iowa,2,"CEO, Sales Representative",23,"Follow-up on order, Discuss project details, Contract negotiation, Product feedback, Product demostration, Customer inquiry, Follow-up on proposal",43,9965.69,2,0.12,277,C
Edwards Group,Large,Electric Vehicle (EV) Industry,Spencerfurt,Tennessee,2,"Technical Manager, Sales Manager",8,"Customer inquiry, Product demostration, Follow-up on order, Product feedback, Discuss project details, Follow-up on proposal",115,9782.05,9,0.64,95,B
"Williams, Fernandez and Morton",Medium,Electric Vehicle (EV) Industry,Powellbury,Virginia,2,"CEO, CCO",20,"Follow-up on order, Product feedback, Discuss project details, Customer inquiry, Contract negotiation, Product demostration",112,10151.54,6,0.4,130,C
"Love, Cabrera and Phelps",Small,Ridesharing & Mobility Services,East Walter,Rhode Island,2,Technical Representative,18,"Discuss project details, Contract negotiation, Customer inquiry, Follow-up on proposal, Follow-up on order, Product demostration, Product feedback",43,9935.1,7,0.54,69,C
Trujillo PLC,Large,Connected Car Solutions Providers,Whiteside,Oklahoma,1,CFO,15,"Customer inquiry, Product feedback, Discuss project details, Follow-up on order, Follow-up on proposal, Contract negotiation, Product demostration",117,9953.0,18,0.62,33,A
Williams Ltd,Large,Connected Car Solutions Providers,New Ericburgh,North Carolina,1,Sales Manager,16,"Discuss project details, Follow-up on proposal, Contract negotiation, Product feedback, Product demostration, Customer inquiry, Follow-up on order",230,9880.67,12,0.57,243,A
"Santos, Cole and Sandoval",Small,Electric Vehicle (EV) Industry,Colemanville,Maryland,2,CEO,16,"Product demostration, Follow-up on order, Customer inquiry, Contract negotiation, Follow-up on proposal, Discuss project details, Product feedback",154,9952.78,6,0.38,190,C
Morrison Ltd,Small,Connected Car Solutions Providers,Lake Sarah,Iowa,3,"CEO, Technical Representative",16,"Product feedback, Contract negotiation, Customer inquiry, Follow-up on proposal, Product demostration, Discuss project details",107,9833.3,14,0.56,75,A
"Elliott, Bond and Watson",Large,Ridesharing & Mobility Services,Tonymouth,Mississippi,1,Technical Manager,10,"Product feedback, Contract negotiation, Follow-up on order, Discuss project details, Product demostration",55,9849.98,7,0.47,80,C
"Thompson, Stewart and Walker",Small,Fleet Management,Lake Garrett,West Virginia,1,CFO,12,"Product demostration, Follow-up on order, Contract negotiation, Discuss project details, Product feedback, Customer inquiry",75,10729.3,10,0.62,45,B
"Vega, Walters and Hood",Small,Connected Car Solutions Providers,North Amandaview,Utah,2,"Technical Manager, CCO",13,"Product demostration, Follow-up on order, Discuss project details, Product feedback, Customer inquiry, Contract negotiation",177,9954.16,6,0.26,86,C
Willis-Campos,Small,Automotive R&D and Testing Centers,South Meaganville,Rhode Island,2,"Technical Manager, CEO",12,"Customer inquiry, Follow-up on order, Product feedback, Discuss project details, Product demostration, Follow-up on proposal, Contract negotiation",34,10214.63,14,0.56,73,A
"Reynolds, Herrera and Hunt",Small,Automotive R&D and Testing Centers,East Marc,Oklahoma,1,Technical Manager,19,"Product feedback, Customer inquiry, Contract negotiation, Follow-up on proposal, Product demostration, Follow-up on order",93,10120.65,8,0.32,47,B
"Crane, Hooper and Kennedy",Medium,Automobile Manufacturers (OEMs),Janetburgh,Arizona,2,"Technical Representative, CCO",16,"Follow-up on order, Discuss project details, Customer inquiry, Contract negotiation, Product feedback, Product demostration",61,10015.11,9,0.53,70,B
